"id","TYPE","gender","NAME","description","icon_id","part","is_up_to_up","power_require"
"1182","27","3","Mâm ngũ quả","Vật phẩm sự kiện","10889","-1","0","0"
"1183","27","3","Bao lì xì mèo","Vật phẩm sự kiện","11005","-1","0","0"
"1184","27","3","Gói quà đặc biệt","Vật phẩm sự kiện","10892","-1","0","0"
"1185","11","3","Cành mai","Vật phẩm sự kiện","10899","104","0","0"
"1186","11","3","Cành đào","Vật phẩm sự kiện","10903","105","0","0"
"1187","27","3","Hộp quà Tết 2023","Vật phẩm sự kiện","11006","-1","0","0"
"1188","21","3","Pet mèo đen đuôi vàng","YTB KhanhDTK","10877","-1","0","0"
"1189","29","3","Xúc xích xông khói","Vật phẩm sự kiện","10890","-1","0","0"
"1190","29","3","Dĩa thức ăn cho mèo","Vật phẩm sự kiện","10891","-1","0","0"
"1191","27","3","Thiệp chúc tết","Vật phẩm sự kiện","10893","-1","0","0"
"1192","27","3","Thiệp chúc tết","Vật phẩm sự kiện","10894","-1","0","0"
"1193","27","3","Thiệp chúc tết","Vật phẩm sự kiện","10895","-1","0","0"
"1194","27","3","Phiếu bé ngoan","Vật phẩm sự kiện","11007","-1","0","0"
"1195","29","3","Xí muội Hoa đào","Trong vòng tối đa 10 phút +20% sức đánh gốc","10905","-1","0","0"
"1196","29","3","Xí muội Hoa mai","Trong vòng tối đa 10 phút +20% HP","10904","-1","0","0"
"1197","11","3","Bóng Vịt Vàng","Vật phẩm sự kiện","10876","106","0","0"
"1198","5","0","Nón mèo","Dùng để thay đổi khuôn mặt","10910","1186","0","0"
"1199","5","1","Nón mèo","Dùng để thay đổi khuôn mặt","10914","1188","0","0"
"1200","5","2","Nón mèo","Dùng để thay đổi khuôn mặt","10912","1187","0","0"
"1201","5","3","Karin Kid Lân","Vật phẩm sự kiện","11008","-1","0","0"
"1202","21","3","Pet mèo trắng đuôi vàng","Tăng 3% chí mạng cho chủ nhân trong 5 giây, hồi skill 20 giây","11040","-1","0","0"
"1203","21","3","Pet mèo trắng đuôi vàng","Tăng 3% chí mạng cho chủ nhân trong 5 giây, hồi skill 20 giây","11040","-1","0","0"
"1204","33","3","Mảnh Rồng thần Namếc","Rồng thần của Namếc do trưởng lão hành tinh này tạo ra. Khác với Rồng thiêng của Trái Đất, Rồng thần Namếc có thân hình màu xanh to lớn, đồ sộ và đáng sợ hơn. Có thể thực hiện 3 điều ước.","11048","-1","0","0"
"1205","5","3","Drabura Frost","Đóng băng mọi người xung quanh mỗi 30 giây","11053","-1","0","0"
"1206","11","3","Trái tim Valentine","Vật phẩm sự kiện, đẹp hơn khi dùng phiên bản 2.2.8 trở lên","11047","201","0","0"
"1207","21","3","Pet Minion","Tăng 3% chí mạng cho chủ nhân trong 5 giây, hồi skill 20 giây","9709","-1","0","0"
"1208","5","3","Bunma tóc xanh neon","+3% sức đánh, tối đa 10% khi ở gần Bunma tóc xanh, nâu, tím mới","11153","-1","0","0"
"1209","5","3","Bunma tóc nâu băng đô","+3% sức đánh, tối đa 10% khi ở gần Bunma tóc xanh, nâu, tím mới","11157","-1","0","0"
"1210","5","3","Bunma tóc tím thắt bím","+3% sức đánh, tối đa 10% khi ở gần Bunma tóc xanh, nâu, tím mới","11161","-1","0","0"
"1211","21","3","Pet tuần lộc cute","YTB KhanhDTK","14509","-1","0","0"
"1212","0","0",,,"0","0","0","0"
"1213","21","3","Pet mèo Hoàng Thượng","Vật phẩm sự kiện, đẹp hơn khi dùng phiên bản 2.2.8 trở lên","11163","206","0","0"
"1214","27","3","Cơm nếp","Vật phẩm sự kiện","11195","-1","0","0"
"1215","27","3","Ván cơm nếp","Vật phẩm sự kiện","11196","-1","0","0"
"1216","27","3","Tệp cơm nếp","Vật phẩm sự kiện","11197","-1","0","0"
"1217","27","3","Lá dong","Vật phẩm sự kiện","11198","-1","0","0"
"1218","27","3","Sợi Cói","Vật phẩm sự kiện","11199","-1","0","0"
"1219","27","3","Tệp bánh chưng","Vật phẩm sự kiện","11200","-1","0","0"
"1220","27","3","Ngà voi","Vật phẩm sự kiện","11203","-1","0","0"
"1221","27","3","Cựa gà","Vật phẩm sự kiện","11204","-1","0","0"
"1222","27","3","Hồng mao","Vật phẩm sự kiện","11205","-1","0","0"
"1223","11","3","Pet khí Gas","Hôi, giảm 5% HP người xung quanh mỗi 20 giây","11216","207","0","0"
"1224","21","3","Pet Voi Chín Ngà","Tăng 15% giáp cho chủ nhân trong 10 giây, hồi skill 20 giây","11232","-1","0","0"
"1225","21","3","Pet Gà Chín Cựa","Tăng 15% giáp cho chủ nhân trong 10 giây, hồi skill 20 giây","11233","-1","0","0"
"1226","21","3","Pet Ngựa Chín Hồng mao","Tăng 15% giáp cho chủ nhân trong 10 giây, hồi skill 20 giây","11234","-1","0","0"
"1227","27","3","Hộp quà thường","Vật phẩm sự kiện","11201","-1","0","0"
"1228","27","3","Hộp quà cao cấp","Vật phẩm sự kiện","11202","-1","0","0"
"1229","27","3","Bí kíp tuyệt kỹ","Gặp Whis tại hành tinh Bill","11238","-1","0","0"
"1230","11","3","Hào Quang Rực Rỡ","Vật phẩm sự kiện, đẹp hơn khi dùng phiên bản 2.2.8 trở lên","11239","205","0","0"
"1231","11","3","Gậy thượng đế","Vật phẩm sự kiện","11245","107","0","0"
"1232","29","1","Bình chứa nhỏ","Trong vòng tối đa 30 phút +1 nạn nhân bị Ma phong ba","11192","-1","0","0"
"1233","29","1","Nồi cơm điện","Trong vòng tối đa 30 phút +3 nạn nhân bị Ma phong ba","11173","-1","0","0"
"1234","5","3","Cải trang Pic Thợ Lặn 2023","Giảm 5% sức đánh của người xung quanh, tối đa ảnh hưởng 10 người 1 lúc. Nếu đang mặc cải trang hè 2023 sẽ không bị ảnh hưởng lên người","11293","-1","0","0"
"1235","5","3","Cải trang Poc Bikini 2023","Giảm 5% sức đánh của người xung quanh, tối đa ảnh hưởng 10 người 1 lúc. Nếu đang mặc cải trang hè 2023 sẽ không bị ảnh hưởng lên người","11259","-1","0","0"
"1236","5","3","Cải trang King Kong Sành Điệu 2023","Giảm 5% sức đánh của người xung quanh, tối đa ảnh hưởng 10 người 1 lúc. Nếu đang mặc cải trang hè 2023 sẽ không bị ảnh hưởng lên người","11325","-1","0","0"
"1237","27","3","Cành khô","Vật phẩm sự kiện","11246","-1","0","0"
"1238","27","3","Nước Suối Tinh Khiết","Vật phẩm sự kiện","11247","-1","0","0"
"1239","27","3","Gỗ Lớn","Vật phẩm sự kiện","11248","-1","0","0"
"1240","27","3","Que đốt","Vật phẩm sự kiện","11249","-1","0","0"
"1241","27","3","Bồn tắm gỗ","Vật phẩm sự kiện","11250","-1","0","0"
"1242","27","3","Bồn tắm vàng","Vật phẩm sự kiện","11251","-1","0","0"
"1243","21","3","Pet bọ cánh cứng","Vật phẩm sự kiện","11371","-1","0","0"
"1244","21","3","Pet ngài đêm","Vật phẩm sự kiện","11372","-1","0","0"
"1245","27","3","Bọ Kiến Vương Hai Sừng","Vật phẩm sự kiện","11252","-1","0","0"
"1246","27","3","Bọ Hung Tê Giác","Vật phẩm sự kiện","11253","-1","0","0"
"1247","27","3","Bọ Kẹp Kìm","Vật phẩm sự kiện","11254","-1","0","0"
"1248","27","3","Bọ Cánh Cứng","Vật phẩm sự kiện","11255","-1","0","0"
"1249","27","3","Ngài Đêm","Vật phẩm sự kiện","11256","-1","0","0"
"1250","27","3","Hũ Mật Ong","Vật phẩm sự kiện","11257","-1","0","0"
"1251","27","3","Vợt Bắt Bọ","Vật phẩm sự kiện","11258","-1","0","0"
"1252","23","3","Ve Sầu Xên","Vật phẩm sự kiện","11373","15","0","0"
"1253","23","3","Ve Sầu Xên Tiến Hóa","Vật phẩm sự kiện","11374","16","0","0"
"1254","5","3","Gohan Zombie","YTB KhanhDTK","20000","-1","0","0"
"1255","5","3","Toppo Hakai","YTB KhanhDTK","20092","-1","0","0"
"1256","5","3","Cumber","YTB KhanhDTK","20126","-1","0","0"
"1257","5","3","Trunks","YTB KhanhDTK","20160","-1","0","0"
"1258","11","3","Hồn Ma Fide","Vật phẩm sự kiện","20058","88","0","0"
"1259","11","3","Lồng Đèn Hallowen","Vật phẩm sự kiện","20180","89","0","0"
"1260","11","3","Cánh","Vật phẩm sự kiện","20187","90","0","0"
"1261","11","3","Hồn Ma Hallowen","Vật phẩm sự kiện","20194","91","0","0"
"1262","11","3","Hồn Ma Blaze","Vật phẩm sự kiện","20201","92","0","0"
"1263","11","3","Chổi Phù Thủy","Vật phẩm sự kiện","20039","93","0","0"
"1264","5","3","Cumber","YTB KhanhDTK","11529","-1","0","0"
"1265","5","3","Cumber Saiyan","YTB KhanhDTK","11530","-1","0","0"
"1266","5","3","Buu","YTB KhanhDTK","11455","-1","0","0"
"1267","5","3","Krillin Cảnh Sát","YTB KhanhDTK","11463","-1","0","0"
"1268","5","3","Krillin Cảnh Sát","YTB KhanhDTK","11465","-1","0","0"
"1269","5","3","Yachirobe Xa Lánh","YTB KhanhDTK","11494","-1","0","0"
"1270","5","3","Nhật Thần","YTB KhanhDTK","11531","-1","0","0"
"1271","5","3","Nguyệt Thần","YTB KhanhDTK","11641","-1","0","0"
"1272","5","3","Bulma Ả Rập Xê Út","YTB KhanhDTK","11680","-1","0","0"
"1273","0","0","Nro Not Buff","0","0","0","0","0"
"1274","21","3","Mèo Phù Thủy Bí Ngô","YTB KhanhDTK","11731","-1","0","0"
"1275","21","3","Pet Virus","YTB KhanhDTK","11720","-1","0","0"
"1276","5","3","Zamasu Tối Thượng","YTB KhanhDTK","14015","-1","0","0"
"1277","11","3","Thổ Thần Lasuna","Vật phẩm sự kiện","14048","83","0","0"
"1278","11","3","Thổ thần Hinatu","Vật phẩm sự kiện","14055","78","0","0"
"1279","11","3","Thổ thần Kamatsu","Vật phẩm sự kiện","14062","79","0","0"
"1280","75","3","Hộp quà thần linh","Hộp quà thần linh","5006","-1","0","0"
"1281","99","3","Bìa sách","Vật phẩm hỗ trợ","11571","-1","1","0"
"1282","99","3","Kìm bấm giấy","Vật phẩm hỗ trợ","11572","-1","1","0"
"1283","99","3","Bùa giám định","Vật phẩm hỗ trợ","11573","-1","1","0"
"1284","99","3","Cuốn sách cũ","Vật phẩm hỗ trợ","5006","-1","1","0"
"1285","35","0","Sách tuyệt kỹ 1","Vật phẩm hỗ trợ","11563","-1","0","0"
"1286","35","0","Sách tuyệt kỹ 2","Vật phẩm hỗ trợ","11564","-1","0","0"
"1287","35","1","Sách tuyệt kỹ 1","Vật phẩm hỗ trợ","11567","-1","0","0"
"1288","35","1","Sách tuyệt kỹ 2","Vật phẩm hỗ trợ","11568","-1","0","0"
"1289","35","2","Sách tuyệt kỹ 1","Vật phẩm hỗ trợ","11565","-1","0","0"
"1290","35","2","Sách tuyệt kỹ 2","Vật phẩm hỗ trợ","11566","-1","0","0"
"1291","99","3","Trang sách cũ","Vật phẩm hỗ trợ","11570","-1","1","0"
"1292","39","3","Danh hiệu bảo trâm","Danh hiệu","10627","86","0","0"
"1293","39","3","Danh hiệu top 1 nạp","Danh hiệu","11609","88","0","0"
"1294","39","3","Danh hiệu đế vương","Danh hiệu","11618","214","0","0"
"1295","39","3","Danh hiệu Bố Là Trùm","Danh hiệu","10713","89","0","0"
"1296","39","3","Danh hiệu Vy Tiểu Bảo","Danh hiệu","11615","217","0","0"
"1297","39","3","Danh hiệu Loser","Danh hiệu","11614","218","0","0"
"1298","11","3","Nông dân chăm chỉ","Danh hiệu","11612","-1","0","0"
"1299","39","3","Danh hiệu Halloween","Danh hiệu","11742","87","0","0"
"1300","39","3","Danh hiệu fan cứng","Danh hiệu","11610","85","0","0"
"1301","39","3","Danh hiệu tik toker","Danh hiệu","10627","215","0","0"
"1302","11","3","Búa Black Pink","Vật phẩm sự kiện","11422","206","0","0"
"1303","5","3","Bình","Test","11183","-1","0","0"
"1304","5","3","Cải trang Goku SSJ4","YTB KhanhDTK","20371","-1","0","0"
"1305","5","3","Cải trang Vegeta SSJ4","YTB KhanhDTK","20403","-1","0","0"
"1306","5","3","Cải trang Omega","YTB KhanhDTK","20339","-1","0","0"
"1307","39","3","Danh hiệu trùm ve chai","Danh hiệu ","11613","84","0","0"
"1308","39","3","Danh hiệu đại gia check var","Danh hiệu","11608","87","0","0"
"1309","99","3","Cap thời trang 7 ngày","Vật phẩm sự kiện","9109","-1","0","0"
"1310","99","3","Cap thời trang 5 ngày","Vật phẩm sự kiện","9109","-1","0","0"
"1311","99","3","Đá thiên sứ","YTB KhanhDTK","10195","-1","1","0"
"1312","73","3","Hộp quà tân thủ","Hộp quà tân thủ","11251","-1","1","0"
"1313","99","3","Danh hiệu Chiến Binh Rồng","Danh hiệu","19191","-1","0","0"
"1314","99","3","Đá nâng cấp SKH","YTB KhanhDTK","12181","-1","0","0"
"1315","5","3","Cải trang Zamasu","Vật phẩm sự kiện","20573","-1","0","0"
"1316","5","3","Cải trang Fusion Zamasu","Vật phẩm sự kiện","20588","-1","0","0"
"1317","5","3","Cải trang Super Black Goku Rose","Vật phẩm sự kiện","5173","-1","0","0"
"1318","99","3","Hộp quà thời không","Vật phẩm sự kiện","20591","-1","0","0"
"1319","21","3","Pet Frize Người Máy","YTB KhanhDTK","31711","-1","0","0"
"1320","21","3","Pet Chim Cánh Cụt","YTB KhanhDTK","12132","-1","0","0"
"1321","21","3","Pet Sói","YTB KhanhDTK","20820","-1","0","0"
"1322","21","3","Pet Người Sói","YTB KhanhDTK","20827","-1","0","0"
"1323","21","3","Pet Rồng Vàng","YTB KhanhDTK","12558","-1","0","0"
"1324","21","3","Pet Rồng Hồng","YTB KhanhDTK","12548","-1","0","0"
"1325","21","3","Pet Chó 3 Đầu","YTB KhanhDTK","19118","-1","0","0"
"1326","7","0","Biến Hình Lv1","Học Biến Hình Trái Đất","31254","-1","0","0"
"1327","7","0","Biến Hình Lv2","Học Biến Hình Trái Đất LV2","31256","-1","0","0"
"1328","7","0","Biến Hình Lv3","Học Biến Hình Trái Đất LV3","31257","-1","0","0"
"1329","7","0","Biến Hình Lv4","Học Biến Hình Trái Đất LV4","31258","-1","0","0"
"1330","7","0","Biến Hình Lv5","Học Biến Hình Trái Đất LV5","31259","-1","0","0"
"1331","7","1","Biến Hình Lv1","Học Biến Hình Namec LV1","31267","-1","0","0"
"1332","7","1","Biến Hình Lv2","Học Biến Hình Namec LV2","31268","-1","0","0"
"1333","7","1","Biến Hình Lv3","Học Biến Hình Namec LV3","31269","-1","0","0"
"1334","7","1","Biến Hình Lv4","Học Biến Hình Namec LV4","31270","-1","0","0"
"1335","7","1","Biến Hình Lv5","Học Biến Hình Namec LV5","31271","-1","0","0"
"1336","7","2","Biến Hình Lv1","Học Biến Hình Xayda LV1","31261","-1","0","0"
"1337","7","2","Biến Hình Lv2","Học Biến Hình Xayda LV2","31262","-1","0","0"
"1338","7","2","Biến Hình Lv3","Học Biến Hình Xayda LV3","31263","-1","0","0"
"1339","7","2","Biến Hình Lv4","Học Biến Hình Xayda LV4","31264","-1","0","0"
"1340","7","2","Biến Hình Lv5","Học Biến Hình Xayda LV5","31265","-1","0","0"
"1341","0","0",,,"-1","-1","0","0"
"1342","0","0",,,"-1","-1","0","0"
"1343","0","0",,,"-1","-1","0","0"
"1344","0","0",,,"-1","-1","0","0"
"1345","0","0",,,"-1","-1","0","0"
"1346","0","0",,,"-1","-1","0","0"
"1347","0","0",,,"-1","-1","0","0"
"1348","0","0",,,"-1","-1","0","0"
"1349","0","0",,,"-1","-1","0","0"
"1350","0","0",,,"-1","-1","0","0"
"1351","0","0",,,"-1","-1","0","0"
"1352","0","0",,,"-1","-1","0","0"
"1353","0","0",,,"-1","-1","0","0"
"1354","0","0",,,"-1","-1","0","0"
"1355","0","0",,,"-1","-1","0","0"
"1356","0","0",,,"-1","-1","0","0"
"1357","0","0",,,"-1","-1","0","0"
"1358","0","0",,,"-1","-1","0","0"
"1359","0","0",,,"-1","-1","0","0"
"1360","0","0",,,"-1","-1","0","0"
"1361","0","0",,,"-1","-1","0","0"
"1362","0","0",,,"-1","-1","0","0"
"1363","0","0",,,"-1","-1","0","0"
"1364","0","0",,,"-1","-1","0","0"
"1365","0","0",,,"-1","-1","0","0"
"1366","0","0",,,"-1","-1","0","0"
"1367","0","0",,,"-1","-1","0","0"
"1368","0","0",,,"-1","-1","0","0"
"1369","0","0",,,"-1","-1","0","0"
"1370","0","0",,,"-1","-1","0","0"
"1371","0","0",,,"-1","-1","0","0"
"1372","0","0",,,"-1","-1","0","0"
"1373","0","0",,,"-1","-1","0","0"
"1374","0","0",,,"-1","-1","0","0"
"1375","0","0",,,"-1","-1","0","0"
"1376","0","0",,,"-1","-1","0","0"
"1377","0","0",,,"-1","-1","0","0"
"1378","0","0",,,"-1","-1","0","0"
"1379","0","0",,,"-1","-1","0","0"
"1380","0","0",,,"-1","-1","0","0"
"1381","0","0",,,"-1","-1","0","0"
"1382","0","0",,,"-1","-1","0","0"
"1383","0","0",,,"-1","-1","0","0"
"1384","0","0",,,"-1","-1","0","0"
"1385","0","0",,,"-1","-1","0","0"
"1386","0","0",,,"-1","-1","0","0"
"1387","0","0",,,"-1","-1","0","0"
"1388","0","0",,,"-1","-1","0","0"
"1389","0","0",,,"-1","-1","0","0"
"1390","0","0",,,"-1","-1","0","0"
"1391","0","0",,,"-1","-1","0","0"
"1392","0","0",,,"-1","-1","0","0"
"1393","0","0",,,"-1","-1","0","0"
"1394","0","0",,,"-1","-1","0","0"
"1395","0","0",,,"-1","-1","0","0"
"1396","0","0",,,"-1","-1","0","0"
"1397","0","0",,,"-1","-1","0","0"
"1398","0","0",,,"-1","-1","0","0"
"1399","0","0",,,"-1","-1","0","0"
"1400","27","3","Hộp Đệ Tử 75K","Mở Ra Nhận Được Black Super Saiyan 5","14518","-1","1","0"
"1401","27","3","Hộp Đệ Tử 150K","Mở Ra Nhận Được Gogeta Ssj4","14519","-1","1","0"
"1402","0","0",,,"-1","-1","0","0"
"1403","0","0",,,"-1","-1","0","0"
"1404","0","0",,,"-1","-1","0","0"
"1405","0","0",,,"-1","-1","0","0"
"1406","0","0",,,"-1","-1","0","0"
"1407","0","0",,,"-1","-1","0","0"
"1408","0","0",,,"-1","-1","0","0"
"1409","0","0",,,"-1","-1","0","0"
"1410","0","0",,,"-1","-1","0","0"
"1411","0","0",,,"-1","-1","0","0"
"1412","0","0",,,"-1","-1","0","0"
"1413","0","0",,,"-1","-1","0","0"
"1414","0","0",,,"-1","-1","0","0"
"1415","0","0",,,"-1","-1","0","0"
"1416","0","0",,,"-1","-1","0","0"
"1417","0","0",,,"-1","-1","0","0"
"1418","0","0",,,"-1","-1","0","0"
"1419","0","0",,,"-1","-1","0","0"
"1420","0","0",,,"-1","-1","0","0"
"1421","0","0",,,"-1","-1","0","0"
"1422","0","0",,,"-1","-1","0","0"
"1423","0","0",,,"-1","-1","0","0"
"1424","0","0",,,"-1","-1","0","0"
"1425","0","0",,,"-1","-1","0","0"
"1426","0","0",,,"-1","-1","0","0"
"1427","0","0",,,"-1","-1","0","0"
"1428","0","0",,,"-1","-1","0","0"
"1429","0","0",,,"-1","-1","0","0"
"1430","0","0",,,"-1","-1","0","0"
"1431","0","0",,,"-1","-1","0","0"
"1432","0","0",,,"-1","-1","0","0"
"1433","0","0",,,"-1","-1","0","0"
"1434","0","0",,,"-1","-1","0","0"
"1435","0","0",,,"-1","-1","0","0"
"1436","0","0",,,"-1","-1","0","0"
"1437","0","0",,,"-1","-1","0","0"
"1438","0","0",,,"-1","-1","0","0"
"1439","0","0",,,"-1","-1","0","0"
"1440","0","0",,,"-1","-1","0","0"
"1441","0","0",,,"-1","-1","0","0"
"1442","0","0",,,"-1","-1","0","0"
"1443","0","0",,,"-1","-1","0","0"
"1444","0","0",,,"-1","-1","0","0"
"1445","0","0",,,"-1","-1","0","0"
"1446","0","0",,,"-1","-1","0","0"
"1447","0","0",,,"-1","-1","0","0"
"1448","0","0",,,"-1","-1","0","0"
"1449","0","0",,,"-1","-1","0","0"
"1450","0","0",,,"-1","-1","0","0"
"1451","0","0",,,"-1","-1","0","0"
"1452","0","0",,,"-1","-1","0","0"
"1453","0","0",,,"-1","-1","0","0"
"1454","0","0",,,"-1","-1","0","0"
"1455","0","0",,,"-1","-1","0","0"
"1456","0","0",,,"-1","-1","0","0"
"1457","0","0",,,"-1","-1","0","0"
"1458","0","0",,,"-1","-1","0","0"
"1459","0","0",,,"-1","-1","0","0"
"1460","0","0",,,"-1","-1","0","0"
"1461","0","0",,,"-1","-1","0","0"
"1462","0","0",,,"-1","-1","0","0"
"1463","0","0",,,"-1","-1","0","0"
"1464","0","0",,,"-1","-1","0","0"
"1465","0","0",,,"-1","-1","0","0"
"1466","0","0",,,"-1","-1","0","0"
"1467","0","0",,,"-1","-1","0","0"
"1468","0","0",,,"-1","-1","0","0"
"1469","0","0",,,"-1","-1","0","0"
"1470","0","0",,,"-1","-1","0","0"
"1471","0","0",,,"-1","-1","0","0"
"1472","0","0",,,"-1","-1","0","0"
"1473","0","0",,,"-1","-1","0","0"
"1474","0","0",,,"-1","-1","0","0"
"1475","0","0",,,"-1","-1","0","0"
"1476","0","0",,,"-1","-1","0","0"
"1477","0","0",,,"-1","-1","0","0"
"1478","0","0",,,"-1","-1","0","0"
"1479","0","0",,,"-1","-1","0","0"
"1480","0","0",,,"-1","-1","0","0"
"1481","0","0",,,"-1","-1","0","0"
"1482","0","0",,,"-1","-1","0","0"
"1483","0","0",,,"-1","-1","0","0"
"1484","0","0",,,"-1","-1","0","0"
"1485","0","0",,,"-1","-1","0","0"
"1486","0","0",,,"-1","-1","0","0"
"1487","0","0",,,"-1","-1","0","0"
"1488","0","0",,,"-1","-1","0","0"
"1489","0","0",,,"-1","-1","0","0"
"1490","0","0",,,"-1","-1","0","0"
"1491","0","0",,,"-1","-1","0","0"
"1492","0","0",,,"-1","-1","0","0"
"1493","0","0",,,"-1","-1","0","0"
"1494","0","0",,,"-1","-1","0","0"
"1495","0","0",,,"-1","-1","0","0"
"1496","0","0",,,"-1","-1","0","0"
"1497","0","0",,,"-1","-1","0","0"
"1498","0","0",,,"-1","-1","0","0"
"1499","0","0",,,"-1","-1","0","0"
"1500","0","0",,,"-1","-1","0","0"
"1501","0","0",,,"-1","-1","0","0"
"1502","0","0",,,"-1","-1","0","0"
"1503","0","0",,,"-1","-1","0","0"
"1504","0","0",,,"-1","-1","0","0"
"1505","0","0",,,"-1","-1","0","0"
"1506","0","0",,,"-1","-1","0","0"
"1507","0","0",,,"-1","-1","0","0"
"1508","0","0",,,"-1","-1","0","0"
"1509","0","0",,,"-1","-1","0","0"
"1510","0","0",,,"-1","-1","0","0"
"1511","0","0",,,"-1","-1","0","0"
"1512","0","0",,,"-1","-1","0","0"
"1513","0","0",,,"-1","-1","0","0"
"1514","0","0",,,"-1","-1","0","0"
"1515","0","0",,,"-1","-1","0","0"
"1516","0","0",,,"-1","-1","0","0"
"1517","0","0",,,"-1","-1","0","0"
"1518","0","0",,,"-1","-1","0","0"
"1519","0","0",,,"-1","-1","0","0"
"1520","0","0",,,"-1","-1","0","0"
"1521","0","0",,,"-1","-1","0","0"
"1522","0","0",,,"-1","-1","0","0"
"1523","0","0",,,"-1","-1","0","0"
"1524","0","0",,,"-1","-1","0","0"
"1525","0","0",,,"-1","-1","0","0"
"1526","0","0",,,"-1","-1","0","0"
"1527","0","0",,,"-1","-1","0","0"
"1528","0","0",,,"-1","-1","0","0"
"1529","0","0",,,"-1","-1","0","0"
"1530","0","0",,,"-1","-1","0","0"
"1531","0","0",,,"-1","-1","0","0"
"1532","0","0",,,"-1","-1","0","0"
"1533","0","0",,,"-1","-1","0","0"
"1534","0","0",,,"-1","-1","0","0"
"1535","0","0",,,"-1","-1","0","0"
"1536","0","0",,,"-1","-1","0","0"
"1537","0","0",,,"-1","-1","0","0"
"1538","0","0",,,"-1","-1","0","0"
"1539","0","0",,,"-1","-1","0","0"
"1540","0","0",,,"-1","-1","0","0"
"1541","0","0",,,"-1","-1","0","0"
"1542","0","0",,,"-1","-1","0","0"
"1543","0","0",,,"-1","-1","0","0"
"1544","0","0",,,"-1","-1","0","0"
"1545","0","0",,,"-1","-1","0","0"
"1546","0","0",,,"-1","-1","0","0"
"1547","0","0",,,"-1","-1","0","0"
"1548","0","0",,,"-1","-1","0","0"
"1549","0","0",,,"-1","-1","0","0"
"1550","0","0",,,"-1","-1","0","0"
"1551","0","0",,,"-1","-1","0","0"
"1552","0","0",,,"-1","-1","0","0"
"1553","0","0",,,"-1","-1","0","0"
"1554","0","0",,,"-1","-1","0","0"
"1555","0","0",,,"-1","-1","0","0"
"1556","0","0",,,"-1","-1","0","0"
"1557","0","0",,,"-1","-1","0","0"
"1558","0","0",,,"-1","-1","0","0"
"1559","0","0",,,"-1","-1","0","0"
"1560","0","0",,,"-1","-1","0","0"
"1561","0","0",,,"-1","-1","0","0"
"1562","0","0",,,"-1","-1","0","0"
"1563","0","0",,,"-1","-1","0","0"
"1564","0","0",,,"-1","-1","0","0"
"1565","0","0",,,"-1","-1","0","0"
"1566","0","0",,,"-1","-1","0","0"
"1567","0","0",,,"-1","-1","0","0"
"1568","0","0",,,"-1","-1","0","0"
"1569","0","0",,,"-1","-1","0","0"
"1570","0","0",,,"-1","-1","0","0"
"1571","0","0",,,"-1","-1","0","0"
"1572","0","0",,,"-1","-1","0","0"
"1573","0","0",,,"-1","-1","0","0"
"1574","0","0",,,"-1","-1","0","0"
"1575","0","0",,,"-1","-1","0","0"
"1576","0","0",,,"-1","-1","0","0"
"1577","0","0",,,"-1","-1","0","0"
"1578","0","0",,,"-1","-1","0","0"
"1579","0","0",,,"-1","-1","0","0"
"1580","0","0",,,"-1","-1","0","0"
"1581","0","0",,,"-1","-1","0","0"
"1582","0","0",,,"-1","-1","0","0"
"1583","0","0",,,"-1","-1","0","0"
"1584","0","0",,,"-1","-1","0","0"
"1585","0","0",,,"-1","-1","0","0"
"1586","0","0",,,"-1","-1","0","0"
"1587","0","0",,,"-1","-1","0","0"
"1588","0","0",,,"-1","-1","0","0"
"1589","0","0",,,"-1","-1","0","0"
"1590","0","0",,,"-1","-1","0","0"
"1591","0","0",,,"-1","-1","0","0"
"1592","0","0",,,"-1","-1","0","0"
"1593","0","0",,,"-1","-1","0","0"
"1594","0","0",,,"-1","-1","0","0"
"1595","0","0",,,"-1","-1","0","0"
"1596","0","0",,,"-1","-1","0","0"
"1597","0","0",,,"-1","-1","0","0"
"1598","0","0",,,"-1","-1","0","0"
"1599","0","0",,,"-1","-1","0","0"
"1600","0","0",,,"-1","-1","0","0"
"1601","0","0",,,"-1","-1","0","0"
"1602","0","0",,,"-1","-1","0","0"
"1603","0","0",,,"-1","-1","0","0"
"1604","0","0",,,"-1","-1","0","0"
"1605","0","0",,,"-1","-1","0","0"
"1606","0","0",,,"-1","-1","0","0"
"1607","0","0",,,"-1","-1","0","0"
"1608","0","0",,,"-1","-1","0","0"
"1609","0","0",,,"-1","-1","0","0"
"1610","0","0",,,"-1","-1","0","0"
"1611","0","0",,,"-1","-1","0","0"
"1612","0","0",,,"-1","-1","0","0"
"1613","0","0",,,"-1","-1","0","0"
"1614","0","0",,,"-1","-1","0","0"
"1615","0","0",,,"-1","-1","0","0"
"1616","0","0",,,"-1","-1","0","0"
"1617","0","0",,,"-1","-1","0","0"
"1618","0","0",,,"-1","-1","0","0"
"1619","0","0",,,"-1","-1","0","0"
"1620","0","0",,,"-1","-1","0","0"
"1621","0","0",,,"-1","-1","0","0"
"1622","0","0",,,"-1","-1","0","0"
"1623","0","0",,,"-1","-1","0","0"
"1624","0","0",,,"-1","-1","0","0"
"1625","0","0",,,"-1","-1","0","0"
"1626","0","0",,,"-1","-1","0","0"
"1627","0","0",,,"-1","-1","0","0"
